date,value,source_id,mapping_config
2019-01-01T00:00:00Z,100,465765,6M_index_M
2019-01-01T00:00:00Z,101,465765,6M_index_E
2019-01-01T00:00:00Z,102,465765,6M_index_C
2019-01-01T00:00:00Z,103,465765,6M_index_K
2019-01-01T00:00:00Z,104,465765,6M_index_T
2019-01-01T00:00:00Z,105,465765,6M_index_A
2019-01-02T00:00:00Z,201,465765,6M_index_E
2019-01-02T00:00:00Z,202,465765,6M_index_C
2019-01-02T00:00:00Z,203,465765,6M_index_K
2019-01-02T00:00:00Z,204,465765,6M_index_T
2019-01-02T00:00:00Z,205,465765,6M_index_A
2019-01-03T00:00:00Z,302,465765,6M_index_C
2019-01-03T00:00:00Z,303,465765,6M_index_K
2019-01-03T00:00:00Z,304,465765,6M_index_T
2019-01-03T00:00:00Z,305,465765,6M_index_A
2019-01-04T00:00:00Z,403,465765,6M_index_K
2019-01-04T00:00:00Z,404,465765,6M_index_T
2019-01-04T00:00:00Z,405,465765,6M_index_A
2019-01-05T00:00:00Z,504,465765,6M_index_T
2019-01-05T00:00:00Z,505,465765,6M_index_A
2019-01-06T00:00:00Z,506,465765,6M_index_A

